"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2013"
"Nível";"Cód.";"Município";"Bovino";"Bubalino";"Equino";"Suíno - total";"Suíno - matrizes de suínos";"Caprino";"Ovino";"Galináceos - total";"Galináceos - galinhas";"Codornas"
"MU";"3506003";"Bauru (SP)";"45378";"446";"1595";"9789";"1105";"163";"2540";"245600";"3650";"-"
"MU";"3506102";"Bebedouro (SP)";"8134";"26";"1200";"3450";"840";"290";"1850";"310000";"4800";"-"
"MU";"3506201";"Bento de Abreu (SP)";"13208";"6";"301";"211";"74";"23";"705";"2212";"1058";"-"
"MU";"3506300";"Bernardino de Campos (SP)";"9294";"-";"270";"2740";"355";"52";"114";"4325";"980";"-"
"MU";"3506359";"Bertioga (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3506409";"Bilac (SP)";"12773";"26";"334";"209";"21";"6";"417";"-";"-";"-"
"MU";"3506508";"Birigui (SP)";"39297";"73";"520";"110";"10";"25";"890";"202462";"56227";"-"
"MU";"3506607";"Biritiba Mirim (SP)";"894";"85";"375";"40";"4";"9";"52";"477478";"419413";"-"
"MU";"3506706";"Boa Esperança do Sul (SP)";"7545";"15";"520";"840";"280";"132";"1415";"476000";"55984";"-"
"MU";"3506805";"Bocaina (SP)";"9636";"510";"455";"660";"80";"65";"1775";"83365";"1365";"-"
"MU";"3506904";"Bofete (SP)";"29245";"1070";"620";"1200";"200";"-";"693";"450000";"20000";"-"
"MU";"3507001";"Boituva (SP)";"13825";"351";"1182";"8454";"550";"45";"160";"531869";"2647";"-"
"MU";"3507100";"Bom Jesus dos Perdões (SP)";"3100";"-";"225";"-";"-";"110";"800";"235000";"-";"-"
"MU";"3507159";"Bom Sucesso de Itararé (SP)";"2100";"55";"370";"600";"70";"90";"800";"2000";"515";"-"
"MU";"3507209";"Borá (SP)";"7940";"-";"200";"138";"22";"18";"371";"310";"199";"-"
"MU";"3507308";"Boracéia (SP)";"3160";"10";"105";"580";"55";"15";"245";"471255";"255";"-"
"MU";"3507407";"Borborema (SP)";"15000";"-";"350";"3000";"340";"195";"820";"250000";"8400";"-"
"MU";"3507456";"Borebi (SP)";"2959";"7";"164";"789";"242";"41";"805";"1907";"772";"-"
"MU";"3507506";"Botucatu (SP)";"35536";"383";"1357";"1256";"30";"26";"1667";"819935";"422837";"-"
"MU";"3507605";"Bragança Paulista (SP)";"27100";"55";"2530";"46500";"5600";"337";"2240";"3850000";"120500";"1050"
"MU";"3507704";"Braúna (SP)";"8759";"10";"183";"750";"230";"-";"21";"2500";"1000";"-"
"MU";"3507753";"Brejo Alegre (SP)";"4918";"-";"40";"3";"-";"-";"28";"-";"-";"-"
"MU";"3507803";"Brodowski (SP)";"12594";"-";"120";"212";"-";"-";"-";"446070";"169651";"-"
"MU";"3507902";"Brotas (SP)";"24933";"6";"1650";"20385";"2111";"470";"910";"487304";"264254";"-"
"MU";"3508009";"Buri (SP)";"14000";"500";"800";"3900";"400";"-";"2080";"33000";"13000";"-"
"MU";"3508108";"Buritama (SP)";"26976";"8";"60";"4";"-";"38";"47";"49000";"-";"-"
"MU";"3508207";"Buritizal (SP)";"13259";"-";"392";"849";"130";"22";"135";"214256";"48957";"29"
"MU";"3508306";"Cabrália Paulista (SP)";"13091";"7";"225";"331";"105";"43";"1330";"286743";"257130";"-"
"MU";"3508405";"Cabreúva (SP)";"7539";"-";"500";"1450";"400";"100";"1000";"3009200";"21500";"-"
"MU";"3508504";"Caçapava (SP)";"21500";"23";"700";"540";"90";"240";"640";"5900";"550";"-"
"MU";"3508603";"Cachoeira Paulista (SP)";"19625";"228";"1300";"280";"77";"190";"1600";"3300";"1350";"-"
"MU";"3508702";"Caconde (SP)";"35000";"60";"480";"3300";"60";"180";"620";"150000";"4800";"-"
"MU";"3508801";"Cafelândia (SP)";"40327";"33";"1435";"2547";"654";"400";"829";"85811";"306";"-"
"MU";"3508900";"Caiabu (SP)";"20030";"-";"600";"270";"120";"50";"130";"7600";"2230";"-"
"MU";"3509007";"Caieiras (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3509106";"Caiuá (SP)";"58928";"27";"1615";"1680";"335";"220";"1610";"12586";"4280";"-"
"MU";"3509205";"Cajamar (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3509254";"Cajati (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3509304";"Cajobi (SP)";"3434";"-";"106";"700";"250";"6";"180";"3900";"1600";"-"
"MU";"3509403";"Cajuru (SP)";"24403";"8";"71";"-";"-";"3";"-";"-";"-";"-"
"MU";"3509452";"Campina do Monte Alegre (SP)";"9180";"-";"350";"140";"50";"130";"190";"310800";"17500";"-"
"MU";"3509502";"Campinas (SP)";"30500";"-";"400";"9000";"-";"-";"-";"58878";"-";"-"
"MU";"3509601";"Campo Limpo Paulista (SP)";"272";"-";"177";"94";"28";"60";"25";"1310";"290";"-"
"MU";"3509700";"Campos do Jordão (SP)";"810";"-";"1400";"50";"-";"30";"310";"440";"440";"-"
"MU";"3509809";"Campos Novos Paulista (SP)";"18368";"-";"414";"1227";"556";"54";"1401";"7472";"3974";"-"
"MU";"3509908";"Cananéia (SP)";"968";"386";"94";"-";"-";"-";"-";"-";"-";"-"
"MU";"3509957";"Canas (SP)";"4588";"-";"71";"186";"32";"49";"50";"334";"147";"-"
"MU";"3510005";"Cândido Mota (SP)";"4313";"-";"190";"6800";"520";"70";"850";"121100";"1100";"-"
"MU";"3510104";"Cândido Rodrigues (SP)";"920";"-";"32";"284";"68";"12";"50";"93500";"750";"-"
"MU";"3510153";"Canitar (SP)";"602";"-";"113";"45";"8";"22";"36";"900";"465";"-"
"MU";"3510203";"Capão Bonito (SP)";"33000";"250";"2000";"1500";"500";"170";"600";"22000";"5000";"-"
"MU";"3510302";"Capela do Alto (SP)";"8031";"151";"858";"24990";"4101";"51";"776";"5096000";"58539";"-"
"MU";"3510401";"Capivari (SP)";"4750";"38";"380";"21000";"2000";"-";"-";"640000";"22000";"-"
"MU";"3510500";"Caraguatatuba (SP)";"10686";"150";"50";"-";"-";"80";"-";"-";"-";"-"
"MU";"3510609";"Carapicuíba (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3510708";"Cardoso (SP)";"40000";"-";"800";"380";"140";"45";"250";"600000";"3200";"-"
"MU";"3510807";"Casa Branca (SP)";"10650";"240";"300";"6500";"130";"150";"660";"930000";"29000";"-"
"MU";"3510906";"Cássia dos Coqueiros (SP)";"9800";"-";"500";"469";"15";"-";"80";"265500";"-";"-"
"MU";"3511003";"Castilho (SP)";"69345";"-";"1207";"380";"35";"55";"672";"3850";"3560";"-"
"MU";"3511102";"Catanduva (SP)";"2946";"-";"138";"670";"210";"37";"195";"31250";"2150";"-"
"MU";"3511201";"Catiguá (SP)";"991";"-";"149";"930";"298";"10";"115";"116575";"695";"-"
"MU";"3511300";"Cedral (SP)";"13652";"256";"580";"1890";"390";"60";"1630";"144000";"12000";"-"
"MU";"3511409";"Cerqueira César (SP)";"21567";"13";"950";"48907";"7115";"80";"198";"800";"50";"-"
"MU";"3511508";"Cerquilho (SP)";"8450";"20";"310";"160";"-";"-";"-";"5000000";"30000";"-"
"MU";"3511607";"Cesário Lange (SP)";"11831";"14";"1470";"150";"150";"66";"601";"970080";"28714";"-"
"MU";"3511706";"Charqueada (SP)";"5627";"30";"248";"1197";"150";"101";"411";"336175";"1636";"-"
"MU";"3511904";"Clementina (SP)";"11142";"22";"150";"130";"18";"1";"45";"-";"-";"-"
"MU";"3512001";"Colina (SP)";"7204";"41";"708";"10925";"1270";"18";"562";"246000";"1832";"-"
"MU";"3512100";"Colômbia (SP)";"12119";"29";"394";"219";"86";"20";"371";"2898";"988";"-"
"MU";"3512209";"Conchal (SP)";"2454";"-";"350";"6250";"-";"100";"250";"230000";"30000";"-"
"MU";"3512308";"Conchas (SP)";"54550";"300";"1325";"2300";"500";"-";"1215";"2955000";"255000";"-"
"MU";"3512407";"Cordeirópolis (SP)";"1030";"-";"116";"1612";"412";"6";"74";"526000";"86639";"-"
"MU";"3512506";"Coroados (SP)";"13692";"16";"10";"24";"2";"2";"1450";"18500";"-";"-"
"MU";"3512605";"Coronel Macedo (SP)";"17500";"135";"350";"7000";"800";"150";"1200";"4000";"1200";"-"
"MU";"3512704";"Corumbataí (SP)";"14025";"-";"504";"839";"290";"128";"318";"1026299";"178025";"-"
"MU";"3512803";"Cosmópolis (SP)";"449";"-";"17";"29";"4";"-";"-";"-";"-";"-"
"MU";"3512902";"Cosmorama (SP)";"27500";"-";"650";"650";"150";"55";"230";"200000";"6500";"-"
"MU";"3513009";"Cotia (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3513108";"Cravinhos (SP)";"5116";"-";"160";"11";"-";"-";"70";"36580";"32897";"-"
"MU";"3513207";"Cristais Paulista (SP)";"20854";"15";"490";"545";"145";"30";"290";"162088";"-";"-"
"MU";"3513306";"Cruzália (SP)";"2839";"5";"90";"380";"60";"40";"130";"1000";"180";"-"
"MU";"3513405";"Cruzeiro (SP)";"13730";"34";"770";"420";"110";"160";"265";"1300";"550";"-"
"MU";"3513504";"Cubatão (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3513603";"Cunha (SP)";"75580";"57";"4762";"7034";"1234";"255";"1296";"3673";"734";"-"
"MU";"3513702";"Descalvado (SP)";"27500";"55";"670";"15300";"3100";"90";"850";"1125000";"290000";"-"
"MU";"3513801";"Diadema (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3513850";"Dirce Reis (SP)";"9479";"-";"194";"548";"137";"17";"170";"3255";"1397";"-"
"MU";"3513900";"Divinolândia (SP)";"23000";"10";"117";"1000";"30";"50";"200";"95000";"3300";"-"
"MU";"3514007";"Dobrada (SP)";"780";"-";"25";"128";"25";"-";"45";"790";"85";"-"
"MU";"3514106";"Dois Córregos (SP)";"12692";"54";"350";"1600";"190";"150";"920";"277600";"3100";"-"
"MU";"3514205";"Dolcinópolis (SP)";"4831";"-";"150";"540";"118";"16";"131";"2174";"790";"-"
"MU";"3514304";"Dourado (SP)";"10380";"1000";"290";"1100";"320";"40";"780";"380000";"94000";"-"
"MU";"3514403";"Dracena (SP)";"32200";"10";"950";"1910";"310";"120";"2344";"42000";"22000";"-"
"MU";"3514502";"Duartina (SP)";"21481";"9";"753";"812";"291";"117";"886";"146605";"55403";"-"
"MU";"3514601";"Dumont (SP)";"480";"-";"100";"117";"117";"100";"500";"3200";"3150";"-"
"MU";"3514700";"Echaporã (SP)";"49767";"-";"765";"750";"70";"70";"950";"237000";"202000";"-"
"MU";"3514809";"Eldorado (SP)";"17199";"619";"335";"3200";"100";"-";"-";"-";"-";"-"
"MU";"3514908";"Elias Fausto (SP)";"6680";"-";"412";"16386";"1953";"40";"265";"295000";"23300";"-"
"MU";"3514924";"Elisiário (SP)";"1560";"-";"87";"520";"156";"13";"148";"18380";"432";"-"
"MU";"3514957";"Embaúba (SP)";"1405";"-";"37";"348";"126";"-";"58";"1870";"560";"-"
"MU";"3515004";"Embu das Artes (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3515103";"Embu-Guaçu (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3515129";"Emilianópolis (SP)";"24405";"161";"480";"370";"85";"50";"550";"8700";"2500";"-"
"MU";"3515152";"Engenheiro Coelho (SP)";"4187";"-";"452";"2022";"588";"83";"133";"58306";"13570";"-"
"MU";"3515186";"Espírito Santo do Pinhal (SP)";"16259";"-";"870";"7120";"822";"-";"710";"2475000";"1950";"-"
"MU";"3515194";"Espírito Santo do Turvo (SP)";"16750";"15";"242";"587";"151";"38";"355";"4217";"1361";"-"
"MU";"3515202";"Estrela d'Oeste (SP)";"23677";"-";"432";"932";"361";"6";"826";"16000";"8350";"-"
"MU";"3515301";"Estrela do Norte (SP)";"16084";"-";"620";"390";"70";"125";"220";"9590";"3720";"-"
"MU";"3515350";"Euclides da Cunha Paulista (SP)";"62259";"-";"1221";"1354";"185";"271";"1240";"11509";"4555";"-"
"MU";"3515400";"Fartura (SP)";"39192";"162";"1519";"48513";"2115";"48";"410";"8730";"1780";"-"
"MU";"3515509";"Fernandópolis (SP)";"38576";"5";"855";"325";"135";"39";"3046";"516734";"105862";"-"
"MU";"3515608";"Fernando Prestes (SP)";"1978";"-";"94";"785";"84";"-";"138";"250000";"3200";"-"
"MU";"3515657";"Fernão (SP)";"9900";"-";"300";"50";"-";"-";"500";"-";"-";"-"
"MU";"3515707";"Ferraz de Vasconcelos (SP)";"10";"-";"1";"-";"-";"-";"2";"-";"-";"-"
"MU";"3515806";"Flora Rica (SP)";"18999";"29";"290";"177";"32";"30";"298";"550";"230";"-"
"MU";"3515905";"Floreal (SP)";"14476";"19";"200";"520";"90";"28";"180";"1600700";"700";"-"
"MU";"3516002";"Flórida Paulista (SP)";"37600";"12";"750";"738";"120";"122";"975";"135482";"99060";"-"
"MU";"3516101";"Florínea (SP)";"662";"-";"49";"730";"75";"20";"1750";"1300";"550";"-"
"MU";"3516200";"Franca (SP)";"19883";"-";"400";"2090";"190";"55";"500";"-";"-";"-"
"MU";"3516309";"Francisco Morato (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3516408";"Franco da Rocha (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3516507";"Gabriel Monteiro (SP)";"9274";"10";"48";"13";"1";"5";"95";"-";"-";"-"
"MU";"3516606";"Gália (SP)";"20098";"22";"632";"-";"-";"-";"-";"-";"-";"-"
"MU";"3516705";"Garça (SP)";"38737";"88";"1386";"474";"128";"13";"135";"71079";"61990";"-"
"MU";"3516804";"Gastão Vidigal (SP)";"12875";"103";"590";"1134";"265";"62";"391";"90630";"2369";"-"
"MU";"3516853";"Gavião Peixoto (SP)";"2295";"69";"412";"425";"152";"53";"-";"69400";"7650";"-"
"MU";"3516903";"General Salgado (SP)";"39345";"70";"900";"320";"100";"180";"1280";"3280";"1720";"-"
"MU";"3517000";"Getulina (SP)";"39984";"475";"767";"786";"233";"318";"446";"-";"-";"-"
"MU";"3517109";"Glicério (SP)";"11806";"-";"364";"450";"130";"250";"220";"1300";"900";"-"
"MU";"3517208";"Guaiçara (SP)";"19027";"4";"461";"463";"94";"58";"208";"2830";"708";"-"
"MU";"3517307";"Guaimbê (SP)";"14590";"15";"387";"263";"85";"38";"118";"27869";"-";"-"
"MU";"3517406";"Guaíra (SP)";"13371";"3";"351";"3603";"475";"129";"192";"95000";"33920";"-"
"MU";"3517505";"Guapiaçu (SP)";"12100";"80";"550";"2470";"870";"40";"1830";"747500";"97300";"-"
"MU";"3517604";"Guapiara (SP)";"4350";"150";"1700";"2700";"700";"600";"450";"13500";"4500";"-"
"MU";"3517703";"Guará (SP)";"5192";"-";"290";"1967";"302";"29";"337";"75907";"35669";"63"
"MU";"3517802";"Guaraçaí (SP)";"44650";"2";"906";"268";"29";"43";"759";"79196";"64525";"-"
"MU";"3517901";"Guaraci (SP)";"13718";"323";"412";"158";"31";"94";"397";"105140";"1140";"-"
"MU";"3518008";"Guarani d'Oeste (SP)";"7902";"-";"147";"297";"32";"-";"353";"6200";"3680";"-"
"MU";"3518107";"Guarantã (SP)";"33907";"-";"215";"595";"230";"33";"599";"278205";"133680";"-"
"MU";"3518206";"Guararapes (SP)";"50123";"55";"212";"3650";"1652";"180";"3670";"1687165";"1398565";"22500"
"MU";"3518305";"Guararema (SP)";"8662";"7";"334";"59";"6";"26";"172";"-";"-";"-"
"MU";"3518404";"Guaratinguetá (SP)";"44121";"546";"507";"2680";"95";"382";"340";"28545";"20908";"-"
"MU";"3518503";"Guareí (SP)";"41280";"920";"730";"220";"65";"160";"340";"3100200";"15400";"-"
"MU";"3518602";"Guariba (SP)";"700";"-";"37";"500";"500";"55";"43";"450";"450";"-"
"MU";"3518701";"Guarujá (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3518800";"Guarulhos (SP)";"495";"20";"305";"878";"10";"740";"315";"-";"-";"-"
"MU";"3518859";"Guatapará (SP)";"4280";"15";"170";"124";"-";"15";"28";"3000000";"902197";"55000"
"MU";"3518909";"Guzolândia (SP)";"27480";"63";"550";"550";"100";"40";"360";"1372";"980";"-"
"MU";"3519006";"Herculândia (SP)";"31611";"192";"700";"500";"120";"150";"500";"330500";"265000";"200000"
"MU";"3519055";"Holambra (SP)";"1400";"-";"255";"18000";"3000";"55";"850";"2680000";"490000";"-"
"MU";"3519071";"Hortolândia (SP)";"1000";"-";"20";"40";"4";"-";"-";"-";"-";"-"
"MU";"3519105";"Iacanga (SP)";"23051";"5";"591";"899";"135";"24";"1055";"83270";"2120";"-"
"MU";"3519204";"Iacri (SP)";"22367";"50";"420";"365";"60";"20";"300";"1179267";"1082569";"2560000"
"MU";"3519253";"Iaras (SP)";"7010";"2";"300";"3251";"285";"50";"293";"192";"72";"-"
"MU";"3519303";"Ibaté (SP)";"4210";"135";"180";"820";"150";"50";"100";"690000";"130000";"-"
"MU";"3519402";"Ibirá (SP)";"13500";"20";"630";"3069";"350";"110";"1150";"58000";"2750";"-"
"MU";"3519501";"Ibirarema (SP)";"3268";"20";"192";"1900";"180";"30";"840";"2200";"400";"-"
"MU";"3519600";"Ibitinga (SP)";"15600";"380";"570";"2180";"450";"155";"1250";"265000";"10200";"-"
"MU";"3519709";"Ibiúna (SP)";"3380";"78";"1655";"13365";"2524";"485";"673";"1296";"1296";"-"
"MU";"3519808";"Icém (SP)";"7705";"-";"280";"1150";"287";"70";"192";"1720";"670";"-"
"MU";"3519907";"Iepê (SP)";"25400";"-";"1012";"2568";"400";"33";"2460";"3037";"1045";"60000"
"MU";"3520004";"Igaraçu do Tietê (SP)";"205";"-";"70";"98";"12";"40";"13";"840";"230";"-"
"MU";"3520103";"Igarapava (SP)";"10595";"19";"550";"2241";"263";"11";"608";"103574";"5191";"123"
"MU";"3520202";"Igaratá (SP)";"8578";"47";"400";"350";"-";"40";"230";"32911";"2460";"-"
"MU";"3520301";"Iguape (SP)";"6665";"4498";"229";"-";"-";"-";"-";"-";"-";"-"
"MU";"3520400";"Ilhabela (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3520426";"Ilha Comprida (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3520442";"Ilha Solteira (SP)";"27117";"8";"683";"723";"226";"53";"592";"3150";"1700";"-"
"MU";"3520509";"Indaiatuba (SP)";"10648";"40";"1180";"1280";"320";"-";"950";"90800";"26000";"-"
"MU";"3520608";"Indiana (SP)";"16863";"-";"485";"1050";"180";"75";"350";"59500";"51800";"-"
"MU";"3520707";"Indiaporã (SP)";"20060";"33";"419";"678";"100";"65";"667";"15000";"3798";"-"
"MU";"3520806";"Inúbia Paulista (SP)";"9511";"16";"271";"110";"25";"4";"210";"1340";"830";"-"
"MU";"3520905";"Ipaussu (SP)";"5696";"-";"206";"1327";"714";"26";"180";"4345";"1792";"-"
"MU";"3521002";"Iperó (SP)";"4998";"40";"320";"368";"30";"74";"580";"470900";"2300";"-"
"MU";"3521101";"Ipeúna (SP)";"9313";"63";"313";"510";"47";"42";"356";"348400";"1759";"-"
"MU";"3521150";"Ipiguá (SP)";"6252";"39";"285";"1030";"420";"36";"1280";"859700";"44200";"-"
"MU";"3521200";"Iporanga (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3521309";"Ipuã (SP)";"3901";"-";"811";"3193";"344";"94";"625";"54513";"2504";"59"
"MU";"3521408";"Iracemápolis (SP)";"72";"-";"48";"207";"42";"15";"25";"1050";"450";"-"
"MU";"3521507";"Irapuã (SP)";"9600";"-";"330";"2700";"440";"170";"1150";"65000";"2000";"-"
"MU";"3521606";"Irapuru (SP)";"20779";"7";"390";"210";"62";"45";"940";"83300";"800";"4900"
"MU";"3521705";"Itaberá (SP)";"44780";"150";"4200";"22000";"500";"300";"930";"13000";"7000";"-"
"MU";"3521804";"Itaí (SP)";"29878";"36";"900";"3899";"604";"181";"978";"182249";"24057";"-"
"MU";"3521903";"Itajobi (SP)";"9524";"70";"365";"2460";"362";"106";"2706";"235464";"8600";"-"
"MU";"3522000";"Itaju (SP)";"11284";"386";"295";"782";"92";"18";"560";"490500";"3000";"-"
"MU";"3522109";"Itanhaém (SP)";"385";"227";"350";"-";"-";"153";"10";"-";"-";"-"
"MU";"3522158";"Itaoca (SP)";"10000";"100";"300";"400";"150";"300";"300";"2580";"480";"-"
"MU";"3522208";"Itapecerica da Serra (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3522307";"Itapetininga (SP)";"71450";"3040";"2250";"1980";"740";"380";"4620";"4870300";"850800";"-"
"MU";"3522406";"Itapeva (SP)";"70000";"500";"2000";"6100";"1600";"500";"2750";"78000";"22000";"450"
"MU";"3522505";"Itapevi (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3522604";"Itapira (SP)";"33000";"96";"2200";"2500";"430";"315";"3700";"2006000";"46000";"-"
"MU";"3522653";"Itapirapuã Paulista (SP)";"8000";"500";"600";"1700";"500";"100";"550";"11300";"1100";"-"
"MU";"3522703";"Itápolis (SP)";"21751";"75";"204";"542";"92";"72";"2750";"270500";"20935";"-"
"MU";"3522802";"Itaporanga (SP)";"37000";"40";"3000";"2000";"200";"200";"2000";"15000";"3200";"-"
"MU";"3522901";"Itapuí (SP)";"1310";"5";"125";"1620";"168";"7";"200";"118900";"2900";"-"
"MU";"3523008";"Itapura (SP)";"12378";"-";"310";"239";"53";"111";"381";"1550";"800";"-"
"MU";"3523107";"Itaquaquecetuba (SP)";"1068";"-";"-";"-";"-";"-";"-";"150";"150";"-"
"MU";"3523206";"Itararé (SP)";"38500";"331";"890";"21500";"2500";"170";"2200";"21500";"4500";"200"
"MU";"3523305";"Itariri (SP)";"653";"152";"56";"200";"37";"45";"66";"-";"-";"-"
"MU";"3523404";"Itatiba (SP)";"17500";"175";"900";"1950";"250";"115";"1180";"584000";"34000";"-"
"MU";"3523503";"Itatinga (SP)";"21800";"7";"1027";"160";"30";"-";"150";"205175";"73247";"-"
"MU";"3523602";"Itirapina (SP)";"20310";"-";"384";"1018";"139";"57";"198";"777800";"520183";"-"
"MU";"3523701";"Itirapuã (SP)";"13993";"-";"185";"428";"108";"20";"380";"-";"-";"-"
"MU";"3523800";"Itobi (SP)";"10000";"10";"400";"600";"25";"50";"150";"340000";"950";"-"
"MU";"3523909";"Itu (SP)";"29785";"207";"1496";"85184";"7840";"50";"1120";"360000";"228600";"-"
"MU";"3524006";"Itupeva (SP)";"8312";"-";"677";"163";"48";"180";"99";"8454";"1284";"-"
"MU";"3524105";"Ituverava (SP)";"12847";"-";"486";"1807";"343";"10";"1052";"1188546";"6515";"156"
"MU";"3524204";"Jaborandi (SP)";"2133";"-";"435";"122";"36";"-";"821";"1820";"445";"-"
"MU";"3524303";"Jaboticabal (SP)";"7010";"37";"230";"1010";"1000";"-";"837";"9050";"9000";"-"
"MU";"3524402";"Jacareí (SP)";"18072";"14";"1569";"815";"-";"1003";"1581";"109978";"63460";"-"
"MU";"3524501";"Jaci (SP)";"6771";"55";"510";"1990";"410";"53";"1480";"294000";"13800";"-"
"MU";"3524600";"Jacupiranga (SP)";"8832";"463";"204";"-";"-";"-";"-";"-";"-";"-"
"MU";"3524709";"Jaguariúna (SP)";"5600";"-";"1770";"-";"-";"180";"1900";"321000";"10500";"-"
"MU";"3524808";"Jales (SP)";"30690";"4";"983";"3577";"724";"175";"918";"23110";"9989";"-"
"MU";"3524907";"Jambeiro (SP)";"11600";"-";"500";"23000";"1500";"40";"-";"950";"230";"-"
"MU";"3525003";"Jandira (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3525102";"Jardinópolis (SP)";"5771";"388";"29";"30";"-";"3";"-";"388000";"68000";"-"
"MU";"3525201";"Jarinu (SP)";"4051";"-";"260";"1755";"275";"1068";"3580";"17925";"2655";"-"
"MU";"3525300";"Jaú (SP)";"8292";"87";"1400";"5960";"715";"90";"2050";"217154";"101154";"-"
"MU";"3525409";"Jeriquara (SP)";"2384";"-";"140";"500";"110";"30";"285";"177377";"-";"-"
"MU";"3525508";"Joanópolis (SP)";"17560";"210";"1500";"1200";"160";"243";"1027";"18000";"3590";"490"
"MU";"3525607";"João Ramalho (SP)";"25800";"-";"432";"520";"53";"18";"1445";"805807";"683507";"-"
"MU";"3525706";"José Bonifácio (SP)";"47453";"120";"1150";"5670";"1890";"118";"2800";"1380000";"49000";"-"
"MU";"3525805";"Júlio Mesquita (SP)";"8595";"-";"570";"-";"-";"-";"-";"31";"19";"-"
"MU";"3525854";"Jumirim (SP)";"5300";"29";"350";"2630";"230";"50";"210";"210300";"210000";"500"
"MU";"3525904";"Jundiaí (SP)";"3383";"-";"1743";"1494";"129";"1487";"721";"114237";"1339";"-"
"MU";"3526001";"Junqueirópolis (SP)";"35830";"132";"710";"1900";"305";"43";"2550";"9900";"4040";"-"
"MU";"3526100";"Juquiá (SP)";"7711";"280";"208";"2310";"300";"-";"-";"-";"-";"-"
"MU";"3526209";"Juquitiba (SP)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"MU";"3526308";"Lagoinha (SP)";"18430";"130";"742";"92";"62";"10";"167";"14753";"5633";"-"
"MU";"3526407";"Laranjal Paulista (SP)";"35570";"-";"1000";"5950";"450";"100";"280";"2000000";"-";"-"
"MU";"3526506";"Lavínia (SP)";"45272";"1";"761";"190";"23";"16";"1126";"53000";"48000";"-"
"MU";"3526605";"Lavrinhas (SP)";"7127";"-";"230";"435";"100";"60";"170";"2200";"800";"-"
"MU";"3526704";"Leme (SP)";"3300";"-";"-";"15300";"1200";"-";"440";"163800";"3800";"-"
